time,T_set
2019-05-04T21:05:51Z,17.5
2019-05-04T21:20:51Z,17.5
2019-05-04T21:35:51Z,17.5
2019-05-04T21:50:51Z,17.5
2019-05-04T22:05:51Z,17.5
2019-05-04T22:20:51Z,17.5
2019-05-04T22:35:51Z,17.5
2019-05-04T22:50:51Z,17.5
2019-05-04T23:05:51Z,17.5
2019-05-04T23:20:51Z,17.5
2019-05-04T23:35:51Z,17.5
2019-05-04T23:50:51Z,17.5
2019-05-05T00:05:51Z,17.5
2019-05-05T00:20:51Z,17.5
2019-05-05T00:35:51Z,17.5
2019-05-05T00:50:51Z,17.5
2019-05-05T01:05:51Z,17.5
2019-05-05T01:20:51Z,17.5
2019-05-05T01:35:51Z,17.5
2019-05-05T01:50:51Z,17.5
2019-05-05T02:05:51Z,17.5
2019-05-05T02:20:51Z,17.5
2019-05-05T02:35:51Z,17.5
2019-05-05T02:50:51Z,17.5
2019-05-05T03:05:51Z,17.5
2019-05-05T03:20:51Z,17.5
2019-05-05T03:35:51Z,17.5
2019-05-05T03:50:51Z,17.5
2019-05-05T04:05:51Z,17.5
2019-05-05T04:20:51Z,17.5
2019-05-05T04:35:51Z,17.5
2019-05-05T04:50:51Z,17.5
2019-05-05T05:05:51Z,17.5
2019-05-05T05:20:51Z,17.5
2019-05-05T05:35:51Z,17.5
2019-05-05T05:50:51Z,17.5
2019-05-05T06:05:51Z,17.5
2019-05-05T06:20:51Z,17.5
2019-05-05T06:35:51Z,17.5
2019-05-05T06:50:51Z,17.5
2019-05-05T07:05:51Z,17.5
2019-05-05T07:20:51Z,17.5
2019-05-05T07:35:51Z,17.5
2019-05-05T07:50:51Z,17.5
2019-05-05T08:05:51Z,17.5
2019-05-05T08:20:51Z,17.5
2019-05-05T08:35:51Z,17.5
2019-05-05T08:50:51Z,17.5
2019-05-05T09:05:51Z,17.5
2019-05-05T09:20:51Z,17.5
2019-05-05T09:35:51Z,17.5
2019-05-05T09:50:51Z,17.5
2019-05-05T10:05:51Z,17.5
2019-05-05T10:20:51Z,17.5
2019-05-05T10:35:51Z,17.5
2019-05-05T10:50:51Z,17.5
2019-05-05T11:05:51Z,17.5
2019-05-05T11:20:51Z,17.5
2019-05-05T11:35:51Z,17.5
2019-05-05T11:50:51Z,17.5
2019-05-05T12:05:51Z,17.5
2019-05-05T12:20:51Z,17.5
2019-05-05T12:35:51Z,17.5
2019-05-05T12:50:51Z,17.5
2019-05-05T13:05:51Z,17.5
2019-05-05T13:20:51Z,17.5
2019-05-05T13:35:51Z,17.5
2019-05-05T13:50:51Z,17.5
2019-05-05T14:05:51Z,17.5
2019-05-05T14:20:51Z,17.5
2019-05-05T14:35:51Z,17.5
2019-05-05T14:50:51Z,17.5
2019-05-05T15:05:51Z,17.5
2019-05-05T15:20:51Z,17.5
2019-05-05T15:35:51Z,17.5
2019-05-05T15:50:51Z,17.5
2019-05-05T16:05:51Z,17.5
2019-05-05T16:20:51Z,17.5
2019-05-05T16:35:51Z,17.5
2019-05-05T16:50:51Z,17.5
2019-05-05T17:05:51Z,17.5
2019-05-05T17:20:51Z,17.5
2019-05-05T17:35:51Z,17.5
2019-05-05T17:50:51Z,17.5
2019-05-05T18:05:51Z,17.5
2019-05-05T18:20:51Z,17.5
2019-05-05T18:35:51Z,17.5
2019-05-05T18:50:51Z,17.5
2019-05-05T19:05:51Z,17.5
2019-05-05T19:20:51Z,17.5
2019-05-05T19:35:51Z,17.5
2019-05-05T19:50:51Z,17.5
2019-05-05T20:05:51Z,17.5
2019-05-05T20:20:51Z,17.5
2019-05-05T20:35:51Z,17.5
2019-05-05T20:50:51Z,17.5
2019-05-05T21:05:51Z,17.5
2019-05-05T21:20:51Z,17.5
2019-05-05T21:35:51Z,17.5
2019-05-05T21:50:51Z,17.5
2019-05-05T22:05:51Z,17.5
2019-05-05T22:20:51Z,17.5
2019-05-05T22:35:51Z,17.5
2019-05-05T22:50:51Z,17.5
2019-05-05T23:05:51Z,17.5
2019-05-05T23:20:51Z,17.5
2019-05-05T23:35:51Z,17.5
2019-05-05T23:50:51Z,17.5
2019-05-06T00:05:51Z,17.5
2019-05-06T00:20:51Z,17.5
2019-05-06T00:35:51Z,17.5
2019-05-06T00:50:51Z,17.5
2019-05-06T01:05:51Z,17.5
2019-05-06T01:20:51Z,17.5
2019-05-06T01:35:51Z,17.5
2019-05-06T01:50:51Z,17.5
2019-05-06T02:05:51Z,17.5
2019-05-06T02:20:51Z,17.5
2019-05-06T02:35:51Z,17.5
2019-05-06T02:50:51Z,17.5
2019-05-06T03:05:51Z,17.5
2019-05-06T03:20:51Z,17.5
2019-05-06T03:35:51Z,17.5
2019-05-06T03:50:51Z,17.5
2019-05-06T04:05:51Z,17.5
2019-05-06T04:20:51Z,17.5
2019-05-06T04:31:27Z,22
2019-05-06T04:35:51Z,22
2019-05-06T04:50:51Z,22
2019-05-06T04:52:01Z,22
2019-05-06T05:07:01Z,22
2019-05-06T05:22:01Z,22
2019-05-06T05:37:01Z,22
2019-05-06T05:52:01Z,22
2019-05-06T06:07:01Z,22
2019-05-06T06:22:01Z,22
2019-05-06T06:37:01Z,22
2019-05-06T06:52:01Z,22
2019-05-06T07:07:02Z,22
2019-05-06T07:22:02Z,22
2019-05-06T07:37:02Z,22
2019-05-06T07:49:25Z,15
2019-05-06T07:52:02Z,15
2019-05-06T08:07:02Z,15
2019-05-06T08:16:34Z,22
2019-05-06T08:22:02Z,22
2019-05-06T08:33:12Z,17.5
2019-05-06T08:37:02Z,17.5
2019-05-06T08:52:02Z,17.5
2019-05-06T09:07:02Z,17.5
2019-05-06T09:22:02Z,17.5
2019-05-06T09:37:02Z,17.5
2019-05-06T09:52:02Z,17.5
2019-05-06T10:07:02Z,17.5
2019-05-06T10:22:02Z,17.5
2019-05-06T10:37:02Z,17.5
2019-05-06T10:52:02Z,17.5
2019-05-06T11:07:02Z,17.5
2019-05-06T11:22:02Z,17.5
2019-05-06T11:37:02Z,17.5
2019-05-06T11:52:02Z,17.5
2019-05-06T12:07:02Z,17.5
2019-05-06T12:22:02Z,17.5
2019-05-06T12:37:02Z,17.5
2019-05-06T12:52:02Z,17.5
2019-05-06T13:07:02Z,17.5
2019-05-06T13:22:02Z,17.5
2019-05-06T13:37:02Z,17.5
2019-05-06T13:52:02Z,17.5
2019-05-06T14:07:02Z,17.5
2019-05-06T14:22:02Z,17.5
2019-05-06T14:37:02Z,17.5
2019-05-06T14:52:02Z,17.5
2019-05-06T15:07:02Z,17.5
2019-05-06T15:22:02Z,17.5
2019-05-06T15:37:02Z,17.5
2019-05-06T15:52:02Z,17.5
2019-05-06T16:07:02Z,17.5
2019-05-06T16:22:02Z,17.5
2019-05-06T16:37:02Z,17.5
2019-05-06T16:52:02Z,17.5
2019-05-06T17:07:02Z,17.5
2019-05-06T17:22:02Z,17.5
2019-05-06T17:37:02Z,17.5
2019-05-06T17:52:02Z,17.5
2019-05-06T18:07:02Z,17.5
2019-05-06T18:22:02Z,17.5
2019-05-06T18:37:02Z,17.5
2019-05-06T18:52:02Z,17.5
2019-05-06T19:07:02Z,17.5
2019-05-06T19:22:02Z,17.5
2019-05-06T19:37:02Z,17.5
2019-05-06T19:52:02Z,17.5
2019-05-06T20:07:02Z,17.5
2019-05-06T20:22:02Z,17.5
2019-05-06T20:37:02Z,17.5
2019-05-06T20:52:02Z,17.5
2019-05-06T21:07:02Z,17.5
2019-05-06T21:22:02Z,17.5
2019-05-06T21:37:02Z,17.5
2019-05-06T21:52:02Z,17.5
2019-05-06T22:07:02Z,17.5
2019-05-06T22:22:02Z,17.5
2019-05-06T22:37:02Z,17.5
2019-05-06T22:52:02Z,17.5
2019-05-06T23:07:02Z,17.5
2019-05-06T23:22:02Z,17.5
2019-05-06T23:37:02Z,17.5
2019-05-06T23:52:02Z,17.5
2019-05-07T00:07:02Z,17.5
2019-05-07T00:22:02Z,17.5
2019-05-07T00:37:02Z,17.5
2019-05-07T00:52:02Z,17.5
2019-05-07T01:07:02Z,17.5
2019-05-07T01:22:02Z,17.5
2019-05-07T01:37:02Z,17.5
2019-05-07T01:52:02Z,17.5
2019-05-07T02:07:02Z,17.5
2019-05-07T02:22:02Z,17.5
2019-05-07T02:37:02Z,17.5
2019-05-07T02:52:02Z,17.5
2019-05-07T03:07:02Z,17.5
2019-05-07T03:22:02Z,17.5
2019-05-07T03:37:02Z,17.5
2019-05-07T03:52:02Z,17.5
2019-05-07T04:07:02Z,17.5
2019-05-07T04:22:02Z,17.5
2019-05-07T04:37:02Z,17.5
2019-05-07T04:52:02Z,17.5
2019-05-07T05:07:02Z,17.5
2019-05-07T05:22:02Z,17.5
2019-05-07T05:37:02Z,17.5
2019-05-07T05:52:02Z,17.5
2019-05-07T06:07:02Z,17.5
2019-05-07T06:22:02Z,17.5
2019-05-07T06:37:02Z,17.5
2019-05-07T06:52:02Z,17.5
2019-05-07T07:07:02Z,17.5
2019-05-07T07:22:02Z,17.5
2019-05-07T07:27:14Z,17.5
2019-05-07T07:28:52Z,17.5
2019-05-07T07:43:52Z,17.5
2019-05-07T07:58:52Z,17.5
2019-05-07T08:13:52Z,17.5
2019-05-07T08:28:52Z,17.5
2019-05-07T08:43:52Z,17.5
2019-05-07T08:58:52Z,17.5
2019-05-07T09:13:52Z,17.5
2019-05-07T09:28:52Z,17.5
2019-05-07T09:43:52Z,17.5
2019-05-07T09:58:52Z,17.5
2019-05-07T10:13:52Z,17.5
2019-05-07T10:28:52Z,17.5
2019-05-07T10:43:52Z,17.5
2019-05-07T10:58:52Z,17.5
2019-05-07T11:13:52Z,17.5
2019-05-07T11:28:52Z,17.5
2019-05-07T11:43:52Z,17.5
2019-05-07T11:58:52Z,17.5
2019-05-07T12:13:52Z,17.5
2019-05-07T12:28:52Z,17.5
2019-05-07T12:43:52Z,17.5
2019-05-07T12:58:52Z,17.5
2019-05-07T13:13:52Z,17.5
2019-05-07T13:28:52Z,17.5
2019-05-07T13:43:52Z,17.5
2019-05-07T13:58:52Z,17.5
2019-05-07T14:13:52Z,17.5
2019-05-07T14:28:52Z,17.5
2019-05-07T14:43:52Z,17.5
2019-05-07T14:58:52Z,17.5
2019-05-07T15:13:52Z,17.5
2019-05-07T15:28:52Z,17.5
2019-05-07T15:43:52Z,17.5
2019-05-07T15:58:52Z,17.5
2019-05-07T16:13:52Z,17.5
2019-05-07T16:28:52Z,17.5
2019-05-07T16:43:52Z,17.5
2019-05-07T16:58:52Z,17.5
2019-05-07T17:13:52Z,17.5
2019-05-07T17:28:52Z,17.5
2019-05-07T17:43:52Z,17.5
2019-05-07T17:58:52Z,17.5
2019-05-07T18:13:52Z,17.5
2019-05-07T18:28:52Z,17.5
2019-05-07T18:43:52Z,17.5
2019-05-07T18:58:52Z,17.5
2019-05-07T19:13:52Z,17.5
2019-05-07T19:28:52Z,17.5
2019-05-07T19:43:52Z,17.5
2019-05-07T19:58:52Z,17.5
2019-05-07T20:13:52Z,17.5
2019-05-07T20:28:52Z,17.5
2019-05-07T20:43:52Z,17.5
2019-05-07T20:58:52Z,17.5
2019-05-07T21:13:52Z,17.5
2019-05-07T21:28:52Z,17.5
2019-05-07T21:43:52Z,17.5
2019-05-07T21:58:52Z,17.5
2019-05-07T22:13:52Z,17.5
2019-05-07T22:28:52Z,17.5
2019-05-07T22:43:52Z,17.5
2019-05-07T22:58:52Z,17.5
2019-05-07T23:13:52Z,17.5
2019-05-07T23:28:52Z,17.5
2019-05-07T23:43:52Z,17.5
2019-05-07T23:58:52Z,17.5
2019-05-08T00:13:52Z,17.5
2019-05-08T00:28:52Z,17.5
2019-05-08T00:43:52Z,17.5
2019-05-08T00:58:52Z,17.5
2019-05-08T01:13:52Z,17.5
2019-05-08T01:28:52Z,17.5
2019-05-08T01:43:52Z,17.5
2019-05-08T01:58:52Z,17.5
2019-05-08T02:13:52Z,17.5
2019-05-08T02:28:52Z,17.5
2019-05-08T02:43:52Z,17.5
2019-05-08T02:58:52Z,17.5
2019-05-08T03:13:52Z,17.5
2019-05-08T03:28:52Z,17.5
2019-05-08T03:43:52Z,17.5
2019-05-08T03:58:52Z,17.5
2019-05-08T04:13:52Z,17.5
2019-05-08T04:28:52Z,17.5
2019-05-08T04:43:52Z,17.5
2019-05-08T04:58:52Z,17.5
2019-05-08T05:13:52Z,17.5
2019-05-08T05:28:52Z,17.5
2019-05-08T05:43:52Z,17.5
2019-05-08T05:58:52Z,17.5
2019-05-08T06:13:52Z,17.5
2019-05-08T06:28:52Z,17.5
2019-05-08T06:43:52Z,17.5
2019-05-08T06:58:52Z,17.5
2019-05-08T07:13:52Z,17.5
2019-05-08T07:28:52Z,17.5
2019-05-08T07:43:52Z,17.5
2019-05-08T07:58:52Z,17.5
2019-05-08T08:13:52Z,17.5
2019-05-08T08:28:52Z,17.5
2019-05-08T08:43:52Z,17.5
2019-05-08T08:58:52Z,17.5
2019-05-08T09:13:52Z,17.5
2019-05-08T09:28:52Z,17.5
2019-05-08T09:43:52Z,17.5
2019-05-08T09:58:52Z,17.5
2019-05-08T10:13:52Z,17.5
2019-05-08T10:28:52Z,17.5
2019-05-08T10:43:52Z,17.5
2019-05-08T10:58:52Z,17.5
2019-05-08T11:13:52Z,17.5
2019-05-08T11:28:52Z,17.5
2019-05-08T11:43:52Z,17.5
2019-05-08T11:58:52Z,17.5
2019-05-08T12:13:52Z,17.5
2019-05-08T12:28:52Z,17.5
2019-05-08T12:43:52Z,17.5
2019-05-08T12:58:52Z,17.5
2019-05-08T13:13:52Z,17.5
2019-05-08T13:28:52Z,17.5
2019-05-08T13:43:52Z,17.5
2019-05-08T13:58:52Z,17.5
2019-05-08T14:13:52Z,17.5
2019-05-08T14:28:52Z,17.5
2019-05-08T14:43:52Z,17.5
2019-05-08T15:13:52Z,17.5
2019-05-08T15:28:52Z,17.5
2019-05-08T15:43:52Z,17.5
2019-05-08T15:58:52Z,17.5
2019-05-08T16:13:52Z,17.5
2019-05-08T16:28:52Z,17.5
2019-05-08T16:43:52Z,17.5
2019-05-08T16:58:52Z,17.5
2019-05-08T17:13:52Z,17.5
2019-05-08T17:28:52Z,17.5
2019-05-08T17:43:52Z,17.5
2019-05-08T17:58:52Z,17.5
2019-05-08T18:13:52Z,17.5
2019-05-08T18:28:52Z,17.5
2019-05-08T18:43:52Z,17.5
2019-05-08T18:58:52Z,17.5
2019-05-08T19:13:52Z,17.5
2019-05-08T19:28:52Z,17.5
2019-05-08T19:43:52Z,17.5
2019-05-08T19:58:52Z,17.5
2019-05-08T20:13:52Z,17.5
2019-05-08T20:28:52Z,17.5
2019-05-08T20:43:52Z,17.5
2019-05-08T20:58:52Z,17.5
2019-05-08T21:13:52Z,17.5
2019-05-08T21:28:52Z,17.5
2019-05-08T21:43:52Z,17.5
2019-05-08T21:58:52Z,17.5
2019-05-08T22:13:52Z,17.5
2019-05-08T22:28:52Z,17.5
2019-05-08T22:43:52Z,17.5
2019-05-08T22:58:52Z,17.5
2019-05-08T23:13:52Z,17.5
2019-05-08T23:28:52Z,17.5
2019-05-08T23:43:52Z,17.5
2019-05-08T23:58:52Z,17.5
2019-05-09T00:13:52Z,17.5
2019-05-09T00:28:52Z,17.5
2019-05-09T00:43:52Z,17.5
2019-05-09T00:58:52Z,17.5
2019-05-09T01:13:52Z,17.5
2019-05-09T01:28:52Z,17.5
2019-05-09T01:43:52Z,17.5
2019-05-09T01:58:52Z,17.5
2019-05-09T02:13:52Z,17.5
2019-05-09T02:28:52Z,17.5
2019-05-09T02:43:52Z,17.5
2019-05-09T02:58:52Z,17.5
2019-05-09T03:13:52Z,17.5
2019-05-09T03:28:52Z,17.5
2019-05-09T03:43:52Z,17.5
2019-05-09T03:58:52Z,17.5
2019-05-09T04:13:52Z,17.5
2019-05-09T04:28:52Z,17.5
2019-05-09T04:43:52Z,17.5
2019-05-09T04:58:52Z,17.5
2019-05-09T05:13:52Z,17.5
2019-05-09T05:28:52Z,17.5
2019-05-09T05:43:52Z,17.5
2019-05-09T05:58:52Z,17.5
2019-05-09T06:13:52Z,17.5
2019-05-09T06:28:52Z,17.5
2019-05-09T06:43:52Z,17.5
2019-05-09T06:58:52Z,17.5
2019-05-09T07:13:52Z,17.5
2019-05-09T07:28:52Z,17.5
2019-05-09T07:43:52Z,17.5
2019-05-09T07:58:52Z,17.5
2019-05-09T08:13:52Z,17.5
2019-05-09T08:16:03Z,22
2019-05-09T08:19:25Z,22
2019-05-09T08:34:25Z,22
2019-05-09T08:39:38Z,22
2019-05-09T08:54:38Z,22
2019-05-09T09:09:38Z,22
2019-05-09T09:24:38Z,22
2019-05-09T09:39:38Z,22
2019-05-09T09:54:38Z,22
2019-05-09T10:09:38Z,22
2019-05-09T10:24:38Z,22
2019-05-09T10:39:38Z,22
2019-05-09T10:54:38Z,22
2019-05-09T11:09:38Z,22
2019-05-09T11:24:38Z,22
2019-05-09T11:39:38Z,22
2019-05-09T11:54:38Z,22
2019-05-09T12:09:38Z,22
2019-05-09T12:24:38Z,22
2019-05-09T12:39:38Z,22
2019-05-09T12:54:38Z,22
2019-05-09T13:09:38Z,22
2019-05-09T13:24:38Z,22
2019-05-09T13:39:38Z,22
2019-05-09T13:54:38Z,22
2019-05-09T14:09:38Z,22
2019-05-09T14:24:38Z,22
2019-05-09T14:39:38Z,22
2019-05-09T14:54:38Z,22
2019-05-09T15:09:38Z,22
2019-05-09T15:24:38Z,22
2019-05-09T15:31:30Z,17.5
2019-05-09T15:39:38Z,17.5
2019-05-09T15:54:38Z,17.5
2019-05-09T16:09:38Z,17.5
2019-05-09T16:24:38Z,17.5
2019-05-09T16:39:38Z,17.5
2019-05-09T16:54:38Z,17.5
2019-05-09T17:09:38Z,17.5
2019-05-09T17:24:38Z,17.5
2019-05-09T17:39:38Z,17.5
2019-05-09T17:54:38Z,17.5
2019-05-09T18:09:38Z,17.5
2019-05-09T18:24:38Z,17.5
2019-05-09T18:39:38Z,17.5
2019-05-09T18:54:38Z,17.5
2019-05-09T19:09:38Z,17.5
2019-05-09T19:24:38Z,17.5
2019-05-09T19:39:38Z,17.5
2019-05-09T19:54:38Z,17.5
2019-05-09T20:09:38Z,17.5
2019-05-09T20:24:38Z,17.5
2019-05-09T20:39:38Z,17.5
2019-05-09T20:54:38Z,17.5
2019-05-09T21:09:38Z,17.5
2019-05-09T21:24:38Z,17.5
2019-05-09T21:39:38Z,17.5
2019-05-09T21:54:38Z,17.5
2019-05-09T22:09:38Z,17.5
2019-05-09T22:24:38Z,17.5
2019-05-09T22:39:38Z,17.5
2019-05-09T22:54:38Z,17.5
2019-05-09T23:09:38Z,17.5
2019-05-09T23:24:38Z,17.5
2019-05-09T23:39:38Z,17.5
2019-05-09T23:54:38Z,17.5
2019-05-10T00:09:38Z,17.5
2019-05-10T00:24:38Z,17.5
2019-05-10T00:39:38Z,17.5
2019-05-10T00:54:38Z,17.5
2019-05-10T01:09:38Z,17.5
2019-05-10T01:24:38Z,17.5
2019-05-10T01:39:38Z,17.5
2019-05-10T01:54:38Z,17.5
2019-05-10T02:09:38Z,17.5
2019-05-10T02:24:38Z,17.5
2019-05-10T02:39:38Z,17.5
2019-05-10T02:54:38Z,17.5
2019-05-10T03:09:38Z,17.5
2019-05-10T03:24:38Z,17.5
2019-05-10T03:39:38Z,17.5
2019-05-10T03:54:38Z,17.5
2019-05-10T04:09:38Z,17.5
2019-05-10T04:24:38Z,17.5
2019-05-10T04:33:37Z,22
2019-05-10T04:39:38Z,22
2019-05-10T04:54:38Z,22
2019-05-10T05:09:38Z,22
2019-05-10T05:24:38Z,22
2019-05-10T05:39:38Z,22
2019-05-10T05:54:38Z,22
2019-05-10T06:09:38Z,22
2019-05-10T06:24:38Z,22
2019-05-10T06:39:38Z,22
2019-05-10T06:54:38Z,22
2019-05-10T06:59:38Z,18
2019-05-10T07:09:38Z,18
2019-05-10T07:24:38Z,18
2019-05-10T07:31:55Z,22
2019-05-10T07:39:38Z,22
2019-05-10T07:54:38Z,22
2019-05-10T08:09:38Z,22
2019-05-10T08:24:38Z,22
2019-05-10T08:39:38Z,22
2019-05-10T08:54:38Z,22
2019-05-10T09:09:38Z,22
2019-05-10T09:24:38Z,22
2019-05-10T09:39:38Z,22
2019-05-10T09:54:38Z,22
2019-05-10T10:09:38Z,22
2019-05-10T10:24:38Z,22
2019-05-10T10:39:38Z,22
2019-05-10T10:54:38Z,22
2019-05-10T11:09:38Z,22
2019-05-10T11:24:38Z,22
2019-05-10T11:39:38Z,22
2019-05-10T11:54:38Z,22
2019-05-10T12:09:38Z,22
2019-05-10T12:24:38Z,22
2019-05-10T12:39:38Z,22
2019-05-10T12:54:38Z,22
2019-05-10T13:09:38Z,22
2019-05-10T13:24:38Z,22
2019-05-10T13:39:38Z,22
2019-05-10T13:54:38Z,22
2019-05-10T14:09:38Z,22
2019-05-10T14:24:38Z,22
2019-05-10T14:39:38Z,22
2019-05-10T14:54:38Z,22
2019-05-10T15:09:38Z,22
2019-05-10T15:24:38Z,22
2019-05-10T15:32:40Z,17.5
2019-05-10T15:39:38Z,17.5
2019-05-10T15:54:38Z,17.5
2019-05-10T16:09:38Z,17.5
2019-05-10T16:24:38Z,17.5
2019-05-10T16:39:38Z,17.5
2019-05-10T16:54:38Z,17.5
2019-05-10T17:09:38Z,17.5
2019-05-10T17:24:38Z,17.5
2019-05-10T17:39:38Z,17.5
2019-05-10T17:54:38Z,17.5
2019-05-10T18:09:38Z,17.5
2019-05-10T18:24:38Z,17.5
2019-05-10T18:39:38Z,17.5
2019-05-10T18:54:39Z,17.5
2019-05-10T19:09:39Z,17.5
2019-05-10T19:24:39Z,17.5
2019-05-10T19:39:39Z,17.5
2019-05-10T19:54:39Z,17.5
2019-05-10T20:09:39Z,17.5
2019-05-10T20:24:39Z,17.5
2019-05-10T20:39:39Z,17.5
2019-05-10T21:09:39Z,17.5
2019-05-10T21:24:39Z,17.5
2019-05-10T21:39:39Z,17.5
2019-05-10T21:54:39Z,17.5
2019-05-10T22:09:39Z,17.5
2019-05-10T22:24:39Z,17.5
2019-05-10T22:39:39Z,17.5
2019-05-10T22:54:39Z,17.5
2019-05-10T23:09:39Z,17.5
2019-05-10T23:24:39Z,17.5
2019-05-10T23:39:39Z,17.5
2019-05-10T23:54:39Z,17.5
2019-05-11T00:09:39Z,17.5
2019-05-11T00:24:39Z,17.5
2019-05-11T00:39:39Z,17.5
2019-05-11T00:54:39Z,17.5
2019-05-11T01:09:39Z,17.5
2019-05-11T01:24:39Z,17.5
2019-05-11T01:39:39Z,17.5
2019-05-11T01:54:39Z,17.5
2019-05-11T02:09:39Z,17.5
2019-05-11T02:24:39Z,17.5
2019-05-11T02:39:39Z,17.5
2019-05-11T02:54:39Z,17.5
2019-05-11T03:09:39Z,17.5
2019-05-11T03:24:39Z,17.5
2019-05-11T03:39:39Z,17.5
2019-05-11T03:54:39Z,17.5
2019-05-11T04:09:39Z,17.5
2019-05-11T04:24:39Z,17.5
2019-05-11T04:39:39Z,17.5
2019-05-11T04:54:39Z,17.5
2019-05-11T05:09:39Z,17.5
2019-05-11T05:24:39Z,17.5
2019-05-11T05:39:39Z,17.5
2019-05-11T05:54:39Z,17.5
2019-05-11T06:09:39Z,17.5
2019-05-11T06:24:39Z,17.5
2019-05-11T06:39:39Z,17.5
2019-05-11T06:54:39Z,17.5
2019-05-11T07:09:39Z,17.5
2019-05-11T07:24:39Z,17.5
2019-05-11T07:39:39Z,17.5
2019-05-11T07:54:39Z,17.5
2019-05-11T08:09:39Z,17.5
2019-05-11T08:24:39Z,17.5
2019-05-11T08:39:39Z,17.5
2019-05-11T08:54:39Z,17.5
2019-05-11T09:09:39Z,17.5
2019-05-11T09:24:39Z,17.5
2019-05-11T09:39:39Z,17.5
2019-05-11T09:54:39Z,17.5
2019-05-11T10:09:39Z,17.5
2019-05-11T10:24:39Z,17.5
2019-05-11T10:39:39Z,17.5
2019-05-11T10:54:39Z,17.5
2019-05-11T11:09:39Z,17.5
2019-05-11T11:24:39Z,17.5
2019-05-11T11:39:39Z,17.5
2019-05-11T11:54:39Z,17.5
2019-05-11T12:09:39Z,17.5
2019-05-11T12:24:39Z,17.5
2019-05-11T12:39:39Z,17.5
2019-05-11T12:54:39Z,17.5
2019-05-11T13:09:39Z,17.5
2019-05-11T13:24:39Z,17.5
2019-05-11T13:39:39Z,17.5
2019-05-11T13:54:39Z,17.5
2019-05-11T14:09:39Z,17.5
2019-05-11T14:24:39Z,17.5
2019-05-11T14:39:39Z,17.5
2019-05-11T14:54:39Z,17.5
2019-05-11T15:09:39Z,17.5
2019-05-11T15:24:39Z,17.5
2019-05-11T15:39:39Z,17.5
2019-05-11T15:54:39Z,17.5
2019-05-11T16:09:39Z,17.5
2019-05-11T16:24:39Z,17.5
2019-05-11T16:39:39Z,17.5
2019-05-11T16:54:39Z,17.5
2019-05-11T17:09:39Z,17.5
2019-05-11T17:24:39Z,17.5
2019-05-11T17:39:39Z,17.5
2019-05-11T17:54:39Z,17.5
2019-05-11T18:09:39Z,17.5
2019-05-11T18:24:39Z,17.5
2019-05-11T18:39:39Z,17.5
2019-05-11T18:54:39Z,17.5
2019-05-11T19:09:39Z,17.5
2019-05-11T19:24:39Z,17.5
2019-05-11T19:39:39Z,17.5
2019-05-11T19:54:39Z,17.5
2019-05-11T20:09:39Z,17.5
2019-05-11T20:24:39Z,17.5
2019-05-11T20:39:39Z,17.5
2019-05-11T20:54:39Z,17.5
2019-05-11T21:09:39Z,17.5
2019-05-11T21:24:39Z,17.5
2019-05-11T21:39:39Z,17.5
2019-05-11T21:54:39Z,17.5
2019-05-11T22:09:39Z,17.5
2019-05-11T22:24:39Z,17.5
2019-05-11T22:39:39Z,17.5
2019-05-11T22:54:39Z,17.5
2019-05-11T23:09:39Z,17.5
2019-05-11T23:24:39Z,17.5
2019-05-11T23:39:39Z,17.5
2019-05-11T23:54:39Z,17.5
2019-05-12T00:09:39Z,17.5
2019-05-12T00:24:39Z,17.5
2019-05-12T00:39:39Z,17.5
2019-05-12T00:54:39Z,17.5
2019-05-12T01:09:39Z,17.5
2019-05-12T01:24:39Z,17.5
2019-05-12T01:39:39Z,17.5
2019-05-12T01:54:39Z,17.5
2019-05-12T02:09:39Z,17.5
2019-05-12T02:24:39Z,17.5
2019-05-12T02:39:39Z,17.5
2019-05-12T02:54:39Z,17.5
2019-05-12T03:09:39Z,17.5
2019-05-12T03:24:39Z,17.5
2019-05-12T03:39:39Z,17.5
2019-05-12T03:54:39Z,17.5
2019-05-12T04:09:39Z,17.5
2019-05-12T04:24:39Z,17.5
2019-05-12T04:39:39Z,17.5
2019-05-12T04:54:39Z,17.5
2019-05-12T05:09:39Z,17.5
2019-05-12T05:24:39Z,17.5
2019-05-12T05:39:39Z,17.5
2019-05-12T05:54:39Z,17.5
2019-05-12T06:09:39Z,17.5
2019-05-12T06:24:39Z,17.5
2019-05-12T06:39:39Z,17.5
2019-05-12T06:54:39Z,17.5
2019-05-12T07:09:39Z,17.5
2019-05-12T07:24:39Z,17.5
2019-05-12T07:39:39Z,17.5
2019-05-12T07:54:39Z,17.5
2019-05-12T08:09:39Z,17.5
2019-05-12T08:24:39Z,17.5
2019-05-12T08:39:39Z,17.5
2019-05-12T08:54:39Z,17.5
2019-05-12T09:09:39Z,17.5
2019-05-12T09:24:39Z,17.5
2019-05-12T09:39:39Z,17.5
2019-05-12T09:54:39Z,17.5
2019-05-12T10:09:39Z,17.5
2019-05-12T10:24:39Z,17.5
2019-05-12T10:39:39Z,17.5
2019-05-12T10:54:39Z,17.5
2019-05-12T11:09:39Z,17.5
2019-05-12T11:24:39Z,17.5
2019-05-12T11:39:39Z,17.5
2019-05-12T11:54:39Z,17.5
2019-05-12T12:09:39Z,17.5
2019-05-12T12:24:39Z,17.5
