time,T_in
2019-02-20T13:26:05Z,23.72
2019-02-20T13:57:47Z,23.72
2019-02-20T13:59:52Z,23.72
2019-02-20T14:03:29Z,23.72
2019-02-20T14:13:04Z,23.72
2019-02-20T14:16:40Z,23.72
2019-02-20T14:25:56Z,24.08
2019-02-20T14:26:44Z,24.17
2019-02-20T14:30:48Z,24.26
2019-02-20T14:31:40Z,24.26
2019-02-20T14:31:48Z,24.26
2019-02-20T14:37:24Z,24.26
2019-02-20T14:55:45Z,24.26
2019-02-20T14:56:02Z,24.26
2019-02-20T14:56:40Z,23.72
2019-02-20T14:57:07Z,23.72
2019-02-20T14:57:46Z,23.72
2019-02-20T14:58:20Z,23.72
2019-02-20T14:59:28Z,23.72
2019-02-20T15:04:43Z,23.45
2019-02-20T15:09:33Z,23.36
2019-02-20T15:12:38Z,23.36
2019-02-20T15:12:47Z,23.18
2019-02-20T15:20:45Z,23.09
2019-02-20T15:27:38Z,23.09
2019-02-20T15:42:38Z,23.09
2019-02-20T15:50:47Z,23.18
2019-02-20T15:57:38Z,23.18
2019-02-20T16:10:59Z,23.18
2019-02-20T16:19:38Z,23.18
2019-02-20T16:34:38Z,23.18
2019-02-20T16:49:38Z,23.18
2019-02-20T17:01:52Z,23.09
2019-02-20T17:04:38Z,23.09
2019-02-20T17:19:38Z,23.09
2019-02-20T17:25:53Z,22.64
2019-02-20T17:34:38Z,22.64
2019-02-20T17:43:56Z,22.11
2019-02-20T17:49:38Z,22.11
2019-02-20T18:04:08Z,21.58
2019-02-20T18:04:38Z,21.58
2019-02-20T18:19:38Z,21.58
2019-02-20T18:27:08Z,21.05
2019-02-20T18:34:38Z,21.05
2019-02-20T18:49:38Z,21.05
2019-02-20T18:56:35Z,20.52
2019-02-20T19:04:38Z,20.52
2019-02-20T19:19:38Z,20.52
2019-02-20T19:34:38Z,20.52
2019-02-20T19:42:54Z,19.99
2019-02-20T19:49:38Z,19.99
2019-02-20T20:04:38Z,19.99
2019-02-20T20:19:38Z,19.99
2019-02-20T20:34:38Z,19.99
2019-02-20T20:49:38Z,19.99
2019-02-20T21:04:38Z,19.99
2019-02-20T21:05:32Z,19.46
2019-02-20T21:19:38Z,19.46
2019-02-20T21:34:38Z,19.46
2019-02-20T21:49:38Z,19.46
2019-02-20T22:04:38Z,19.46
2019-02-20T22:13:53Z,19.46
2019-02-20T22:28:53Z,19.46
2019-02-20T22:43:53Z,19.46
2019-02-20T22:58:53Z,19.46
2019-02-20T23:13:53Z,19.46
2019-02-20T23:17:43Z,19.46
2019-02-20T23:32:43Z,19.46
2019-02-20T23:47:43Z,19.46
2019-02-20T23:56:53Z,18.93
2019-02-21T00:02:43Z,18.93
2019-02-21T00:17:43Z,18.93
2019-02-21T00:32:43Z,18.93
2019-02-21T00:47:43Z,18.93
2019-02-21T01:02:43Z,18.93
2019-02-21T01:17:43Z,18.93
2019-02-21T01:32:43Z,18.93
2019-02-21T01:47:43Z,18.93
2019-02-21T02:02:43Z,18.93
2019-02-21T02:17:43Z,18.93
2019-02-21T02:32:43Z,18.93
2019-02-21T02:47:43Z,18.93
2019-02-21T03:02:43Z,18.93
2019-02-21T03:17:43Z,18.93
2019-02-21T03:32:43Z,18.93
2019-02-21T03:47:43Z,18.93
2019-02-21T04:02:43Z,18.93
2019-02-21T04:16:45Z,18.49
2019-02-21T04:17:43Z,18.49
2019-02-21T04:24:03Z,18.58
2019-02-21T04:32:43Z,18.58
2019-02-21T04:47:43Z,18.58
2019-02-21T05:02:43Z,18.58
2019-02-21T05:17:43Z,18.58
2019-02-21T05:30:12Z,19.1
2019-02-21T05:32:43Z,19.1
2019-02-21T05:39:38Z,19.54
2019-02-21T05:45:41Z,20.25
2019-02-21T05:47:43Z,20.25
2019-02-21T05:51:46Z,20.87
2019-02-21T05:56:35Z,20.87
2019-02-21T05:56:36Z,20.87
2019-02-21T05:57:49Z,21.4
2019-02-21T05:58:14Z,21.4
2019-02-21T06:05:52Z,21.93
2019-02-21T06:13:14Z,21.93
2019-02-21T06:13:58Z,22.47
2019-02-21T06:28:14Z,22.47
2019-02-21T06:43:01Z,22.47
2019-02-21T06:54:40Z,22.47
2019-02-21T07:09:40Z,22.47
2019-02-21T07:24:40Z,22.47
2019-02-21T07:39:40Z,22.47
2019-02-21T07:54:40Z,22.47
2019-02-21T08:09:40Z,22.47
2019-02-21T08:24:40Z,22.47
2019-02-21T08:39:40Z,22.47
2019-02-21T08:54:40Z,22.47
2019-02-21T09:09:40Z,22.47
2019-02-21T09:24:40Z,22.47
2019-02-21T09:24:44Z,23
2019-02-21T09:38:31Z,23
2019-02-21T09:38:48Z,23
2019-02-21T09:42:48Z,23
2019-02-21T09:42:54Z,23
2019-02-21T09:43:59Z,23
2019-02-21T09:45:05Z,23
2019-02-21T09:46:13Z,23
2019-02-21T09:50:23Z,23
2019-02-21T10:05:23Z,23
2019-02-21T10:19:59Z,23.45
2019-02-21T10:20:23Z,23.45
2019-02-21T10:35:23Z,23.45
2019-02-21T10:50:23Z,23.45
2019-02-21T10:59:46Z,23.45
2019-02-21T11:05:23Z,23.45
2019-02-21T11:20:23Z,23.45
2019-02-21T11:25:08Z,23.45
2019-02-21T11:35:23Z,23.45
2019-02-21T11:50:23Z,23.45
2019-02-21T11:54:39Z,23
2019-02-21T12:05:23Z,23
2019-02-21T12:20:23Z,23
2019-02-21T12:35:23Z,23
2019-02-21T12:44:26Z,23
2019-02-21T12:46:16Z,23
2019-02-21T12:50:23Z,23
2019-02-21T13:05:23Z,23
2019-02-21T13:20:23Z,23
2019-02-21T13:35:23Z,23
2019-02-21T13:40:20Z,23
2019-02-21T13:55:20Z,23
2019-02-21T14:10:20Z,23
2019-02-21T14:25:20Z,23
2019-02-21T14:34:30Z,23
2019-02-21T14:40:20Z,23
2019-02-21T14:52:28Z,23
2019-02-21T14:55:20Z,23
2019-02-21T15:10:20Z,23
2019-02-21T15:12:29Z,23.18
2019-02-21T15:16:30Z,23.18
2019-02-21T15:25:20Z,23.18
2019-02-21T15:28:33Z,23
2019-02-21T15:33:47Z,23
2019-02-21T15:40:20Z,23
2019-02-21T15:55:20Z,23
2019-02-21T16:10:20Z,23
2019-02-21T16:16:37Z,22.91
2019-02-21T16:16:38Z,22.91
2019-02-21T16:17:21Z,23
2019-02-21T16:25:20Z,23
2019-02-21T16:26:39Z,23.09
2019-02-21T16:56:40Z,22.91
2019-02-21T16:57:27Z,22.91
2019-02-21T17:12:27Z,22.91
2019-02-21T17:27:27Z,22.91
2019-02-21T17:32:41Z,22.47
2019-02-21T17:42:27Z,22.47
2019-02-21T17:51:31Z,21.93
2019-02-21T17:57:27Z,21.93
2019-02-21T18:11:40Z,21.4
2019-02-21T18:12:27Z,21.4
2019-02-21T18:27:27Z,21.4
2019-02-21T18:35:53Z,20.87
2019-02-21T18:42:27Z,20.87
2019-02-21T18:57:27Z,20.87
2019-02-21T19:06:04Z,20.34
2019-02-21T19:12:27Z,20.34
2019-02-21T19:27:27Z,20.34
2019-02-21T19:42:27Z,20.34
2019-02-21T19:48:47Z,19.81
2019-02-21T19:57:27Z,19.81
2019-02-21T20:12:27Z,19.81
2019-02-21T20:27:27Z,19.81
2019-02-21T20:42:27Z,19.81
2019-02-21T20:42:51Z,19.28
2019-02-21T20:57:27Z,19.28
2019-02-21T21:12:27Z,19.28
2019-02-21T21:27:27Z,19.28
2019-02-21T21:42:27Z,19.28
2019-02-21T21:57:27Z,19.28
2019-02-21T22:12:27Z,19.28
2019-02-21T22:27:27Z,19.28
2019-02-21T22:28:50Z,18.75
2019-02-21T22:42:27Z,18.75
2019-02-21T22:57:27Z,18.75
2019-02-21T23:12:27Z,18.75
2019-02-21T23:19:13Z,18.75
2019-02-21T23:19:14Z,18.75
2019-02-21T23:34:13Z,18.75
2019-02-21T23:34:14Z,18.75
2019-02-21T23:49:14Z,18.75
2019-02-22T00:04:14Z,18.75
2019-02-22T00:19:14Z,18.75
2019-02-22T00:34:14Z,18.75
2019-02-22T00:49:14Z,18.75
2019-02-22T01:04:14Z,18.75
2019-02-22T01:17:26Z,18.22
2019-02-22T01:19:14Z,18.22
2019-02-22T01:34:14Z,18.22
2019-02-22T01:49:14Z,18.22
2019-02-22T02:04:14Z,18.22
2019-02-22T02:19:14Z,18.22
2019-02-22T02:25:35Z,17.7
2019-02-22T02:34:14Z,17.7
2019-02-22T02:49:14Z,17.7
2019-02-22T03:04:14Z,17.7
2019-02-22T03:19:14Z,17.7
2019-02-22T03:34:14Z,17.7
2019-02-22T03:49:14Z,17.7
2019-02-22T03:54:17Z,17.17
2019-02-22T04:04:14Z,17.17
2019-02-22T04:08:27Z,17.7
2019-02-22T04:14:28Z,18.22
2019-02-22T04:19:14Z,18.22
2019-02-22T04:20:32Z,18.84
2019-02-22T04:26:34Z,19.46
2019-02-22T04:30:33Z,19.99
2019-02-22T04:34:14Z,19.99
2019-02-22T04:36:36Z,20.52
2019-02-22T04:48:42Z,21.05
2019-02-22T04:49:14Z,21.05
2019-02-22T05:04:14Z,21.05
2019-02-22T05:19:14Z,21.05
2019-02-22T05:29:03Z,20.52
2019-02-22T05:34:14Z,20.52
2019-02-22T05:43:11Z,21.05
2019-02-22T05:49:14Z,21.05
2019-02-22T05:51:14Z,21.58
2019-02-22T05:59:18Z,22.11
2019-02-22T06:04:14Z,22.11
2019-02-22T06:09:23Z,22.64
2019-02-22T06:19:14Z,22.64
2019-02-22T06:21:26Z,23.18
2019-02-22T06:33:34Z,23.72
2019-02-22T06:34:14Z,23.72
2019-02-22T06:49:14Z,23.72
2019-02-22T07:04:14Z,23.72
2019-02-22T07:19:14Z,23.72
2019-02-22T07:26:01Z,23.18
2019-02-22T07:34:14Z,23.18
2019-02-22T07:41:38Z,23.36
2019-02-22T07:49:14Z,23.36
2019-02-22T08:04:14Z,23.36
2019-02-22T08:04:20Z,22.64
2019-02-22T08:18:25Z,22.11
2019-02-22T08:19:14Z,22.11
2019-02-22T08:34:14Z,22.11
2019-02-22T08:36:35Z,21.58
2019-02-22T08:49:14Z,21.58
2019-02-22T09:12:03Z,21.58
2019-02-22T09:27:03Z,21.58
2019-02-22T09:42:03Z,21.58
2019-02-22T09:57:03Z,21.58
2019-02-22T10:12:03Z,21.58
2019-02-22T10:27:03Z,21.58
2019-02-22T10:42:03Z,21.58
2019-02-22T10:57:03Z,21.58
2019-02-22T11:12:03Z,21.58
2019-02-22T11:25:52Z,21.05
2019-02-22T11:27:03Z,21.05
2019-02-22T11:42:03Z,21.05
2019-02-22T11:57:03Z,21.05
2019-02-22T12:02:13Z,20.52
2019-02-22T12:12:03Z,20.52
2019-02-22T12:26:20Z,19.99
2019-02-22T12:27:03Z,19.99
2019-02-22T12:42:03Z,19.99
2019-02-22T12:57:03Z,19.99
2019-02-22T14:42:03Z,19.46
2019-02-22T14:57:03Z,19.46
2019-02-22T15:12:03Z,19.46
2019-02-22T15:42:03Z,19.46
2019-02-22T16:12:03Z,18.93
2019-02-22T16:27:03Z,18.93
2019-02-22T16:34:18Z,18.4
2019-02-22T16:42:03Z,18.4
2019-02-22T16:57:03Z,18.4
2019-02-22T17:00:49Z,18.14
2019-02-22T17:12:03Z,18.14
2019-02-22T17:26:48Z,17.87
2019-02-22T17:27:03Z,17.87
2019-02-22T17:42:03Z,17.87
2019-02-22T17:57:03Z,17.87
2019-02-22T18:12:03Z,17.87
2019-02-22T18:15:06Z,17.35
2019-02-22T18:27:03Z,17.35
2019-02-22T18:42:03Z,17.35
2019-02-22T18:57:03Z,17.35
2019-02-22T19:12:03Z,17.35
2019-02-22T19:27:03Z,17.35
2019-02-22T19:42:03Z,17.35
2019-02-22T19:49:54Z,16.82
2019-02-22T19:57:03Z,16.82
2019-02-22T20:12:03Z,16.82
2019-02-22T20:27:03Z,16.82
2019-02-22T20:42:03Z,16.82
2019-02-22T20:57:03Z,16.82
2019-02-22T21:12:03Z,16.82
2019-02-22T21:27:03Z,16.82
2019-02-22T21:42:03Z,16.82
2019-02-22T21:57:03Z,16.82
2019-02-22T22:12:03Z,16.82
2019-02-22T22:21:07Z,16.29
2019-02-22T22:27:03Z,16.29
2019-02-22T22:42:03Z,16.29
2019-02-22T22:57:03Z,16.29
2019-02-22T23:12:03Z,16.29
2019-02-22T23:27:03Z,16.29
2019-02-22T23:42:03Z,16.29
2019-02-22T23:57:03Z,16.29
2019-02-23T00:12:03Z,16.29
2019-02-23T00:27:03Z,16.29
2019-02-23T00:42:03Z,16.29
2019-02-23T00:57:03Z,16.29
2019-02-23T01:12:03Z,16.29
2019-02-23T01:27:03Z,16.29
2019-02-23T01:42:03Z,16.29
2019-02-23T01:57:03Z,16.29
2019-02-23T02:12:03Z,16.29
2019-02-23T02:27:03Z,16.29
2019-02-23T02:42:03Z,16.29
2019-02-23T02:57:03Z,16.29
2019-02-23T03:01:19Z,15.76
2019-02-23T03:12:03Z,15.76
2019-02-23T03:27:03Z,15.76
2019-02-23T03:42:03Z,15.76
2019-02-23T03:57:03Z,15.76
2019-02-23T04:12:03Z,15.76
2019-02-23T04:27:03Z,15.76
2019-02-23T04:42:03Z,15.76
2019-02-23T04:57:03Z,15.76
2019-02-23T05:12:03Z,15.76
2019-02-23T05:27:03Z,15.76
2019-02-23T05:33:20Z,15.59
2019-02-23T05:42:03Z,15.59
2019-02-23T05:57:03Z,15.59
2019-02-23T06:12:03Z,15.59
2019-02-23T06:27:03Z,15.59
2019-02-23T06:42:03Z,15.59
2019-02-23T06:45:07Z,16.29
2019-02-23T06:57:03Z,16.29
2019-02-23T07:12:03Z,16.29
2019-02-23T07:27:03Z,16.29
2019-02-23T07:42:03Z,16.29
2019-02-23T07:57:03Z,16.29
2019-02-23T08:01:44Z,16.82
2019-02-23T08:12:03Z,16.82
2019-02-23T08:27:03Z,16.82
2019-02-23T08:33:59Z,17.43
2019-02-23T08:42:03Z,17.43
2019-02-23T08:44:04Z,17.96
2019-02-23T08:57:03Z,17.96
2019-02-23T09:00:16Z,18.49
2019-02-23T09:12:03Z,18.49
2019-02-23T09:27:03Z,18.49
2019-02-23T09:35:27Z,18.22
2019-02-23T09:42:03Z,18.22
2019-02-23T09:54:40Z,17.96
2019-02-23T09:57:03Z,17.96
2019-02-23T09:58:57Z,17.87
2019-02-23T10:12:03Z,17.87
2019-02-23T10:27:03Z,17.87
2019-02-23T10:42:03Z,17.87
2019-02-23T10:57:03Z,17.87
2019-02-23T11:12:03Z,17.87
2019-02-23T11:27:03Z,17.87
2019-02-23T11:42:03Z,17.87
2019-02-23T11:57:03Z,17.87
2019-02-23T12:11:42Z,17.43
2019-02-23T12:12:03Z,17.43
2019-02-23T12:27:03Z,17.43
2019-02-23T12:42:03Z,17.43
2019-02-23T12:57:03Z,17.43
2019-02-23T13:12:03Z,17.43
2019-02-23T13:27:03Z,17.43
2019-02-23T13:42:03Z,17.43
2019-02-23T13:53:03Z,17.08
2019-02-23T13:57:03Z,17.08
2019-02-23T14:12:03Z,17.08
2019-02-23T14:19:07Z,16.91
2019-02-23T14:27:03Z,16.91
2019-02-23T14:42:03Z,16.91
2019-02-23T14:57:03Z,16.91
2019-02-23T14:57:04Z,16.91
2019-02-23T15:12:03Z,16.91
2019-02-23T15:12:04Z,16.91
2019-02-23T15:27:03Z,16.91
2019-02-23T15:27:04Z,16.91
2019-02-23T15:42:03Z,16.91
2019-02-23T15:42:04Z,16.91
2019-02-23T15:47:29Z,16.38
2019-02-23T15:57:03Z,16.38
2019-02-23T15:57:04Z,16.38
2019-02-23T16:12:03Z,16.38
2019-02-23T16:12:04Z,16.38
2019-02-23T16:27:03Z,16.38
2019-02-23T16:27:04Z,16.38
2019-02-23T16:42:03Z,16.38
2019-02-23T16:42:04Z,16.38
2019-02-23T16:53:58Z,15.85
2019-02-23T16:57:03Z,15.85
2019-02-23T16:57:04Z,15.85
2019-02-23T17:12:03Z,15.85
2019-02-23T17:12:04Z,15.85
2019-02-23T17:27:03Z,15.85
2019-02-23T17:27:04Z,15.85
2019-02-23T17:42:03Z,15.85
2019-02-23T17:42:04Z,15.85
2019-02-23T17:57:03Z,15.85
2019-02-23T17:57:04Z,15.85
2019-02-23T18:03:17Z,15.59
2019-02-23T18:12:03Z,15.59
2019-02-23T18:12:04Z,15.59
2019-02-23T18:27:03Z,15.59
2019-02-23T18:27:04Z,15.59
2019-02-23T18:42:03Z,15.59
2019-02-23T18:42:04Z,15.59
2019-02-23T18:48:54Z,15.32
2019-02-23T18:57:03Z,15.32
2019-02-23T18:57:04Z,15.32
2019-02-23T19:12:03Z,15.32
2019-02-23T19:12:04Z,15.32
2019-02-23T19:27:03Z,15.32
2019-02-23T19:27:04Z,15.32
2019-02-23T19:42:03Z,15.32
2019-02-23T19:42:04Z,15.32
2019-02-23T19:51:03Z,15.15
2019-02-23T19:57:03Z,15.15
2019-02-23T19:57:04Z,15.15
2019-02-23T20:12:03Z,15.15
2019-02-23T20:12:04Z,15.15
2019-02-23T20:27:03Z,15.15
2019-02-23T20:27:04Z,15.15
2019-02-23T20:42:03Z,15.15
2019-02-23T20:42:04Z,15.15
2019-02-23T20:57:03Z,15.15
2019-02-23T20:57:04Z,15.15
2019-02-23T21:12:03Z,15.15
2019-02-23T21:12:04Z,15.15
2019-02-23T21:27:03Z,15.15
2019-02-23T21:27:04Z,15.15
2019-02-23T21:42:03Z,15.15
2019-02-23T21:42:04Z,15.15
2019-02-23T21:57:03Z,15.15
2019-02-23T21:57:04Z,15.15
2019-02-23T22:12:04Z,15.15
2019-02-23T22:27:04Z,15.15
2019-02-23T22:42:04Z,15.15
2019-02-23T22:57:04Z,15.15
2019-02-23T23:12:04Z,15.15
2019-02-23T23:27:04Z,15.15
2019-02-23T23:42:04Z,15.15
2019-02-23T23:57:04Z,15.15
2019-02-24T00:12:04Z,15.15
2019-02-24T00:13:28Z,14.79
2019-02-24T00:27:04Z,14.79
2019-02-24T00:42:04Z,14.79
2019-02-24T00:57:04Z,14.79
2019-02-24T01:12:04Z,14.79
2019-02-24T01:27:04Z,14.79
2019-02-24T01:42:04Z,14.79
2019-02-24T01:57:04Z,14.79
2019-02-24T02:12:04Z,14.79
2019-02-24T02:27:04Z,14.79
2019-02-24T02:42:04Z,14.79
2019-02-24T02:57:04Z,14.79
2019-02-24T03:12:04Z,14.79
2019-02-24T03:27:04Z,14.79
2019-02-24T03:42:04Z,14.79
2019-02-24T03:57:04Z,14.79
2019-02-24T04:12:04Z,14.79
2019-02-24T04:27:04Z,14.79
2019-02-24T04:42:04Z,14.79
2019-02-24T04:57:04Z,14.79
2019-02-24T05:12:04Z,14.79
2019-02-24T05:27:04Z,14.79
2019-02-24T05:42:04Z,14.79
2019-02-24T05:57:04Z,14.79
2019-02-24T06:12:04Z,14.79
2019-02-24T06:27:04Z,14.79
2019-02-24T06:42:04Z,14.79
2019-02-24T06:57:04Z,14.79
2019-02-24T07:07:28Z,14.53
2019-02-24T07:12:04Z,14.53
2019-02-24T07:27:04Z,14.53
2019-02-24T07:42:04Z,14.53
2019-02-24T07:57:04Z,14.53
2019-02-24T08:12:04Z,14.53
2019-02-24T08:27:04Z,14.53
2019-02-24T08:33:26Z,15.32
2019-02-24T08:42:04Z,15.32
2019-02-24T08:49:33Z,15.94
2019-02-24T08:57:04Z,15.94
2019-02-24T08:57:40Z,16.47
2019-02-24T09:07:45Z,17.08
2019-02-24T09:12:04Z,17.08
2019-02-24T09:17:48Z,17.61
2019-02-24T09:27:04Z,17.61
2019-02-24T09:27:53Z,18.14
2019-02-24T09:42:04Z,18.14
2019-02-24T09:57:04Z,18.14
2019-02-24T10:12:04Z,18.14
2019-02-24T10:22:20Z,18.66
2019-02-24T10:27:04Z,18.66
2019-02-24T10:42:04Z,18.66
2019-02-24T10:57:04Z,18.66
2019-02-24T11:08:40Z,18.14
2019-02-24T11:12:04Z,18.14
2019-02-24T11:27:04Z,18.14
2019-02-24T11:42:04Z,18.14
2019-02-24T11:57:04Z,18.14
2019-02-24T12:05:07Z,17.61
2019-02-24T12:12:04Z,17.61
2019-02-24T12:27:04Z,17.61
2019-02-24T12:42:04Z,17.61
2019-02-24T12:57:04Z,17.61
2019-02-24T13:01:35Z,17.08
2019-02-24T13:12:04Z,17.08
2019-02-24T13:27:04Z,17.08
2019-02-24T13:42:04Z,17.08
2019-02-24T13:57:04Z,17.08
2019-02-24T14:12:04Z,17.08
2019-02-24T14:22:17Z,16.55
2019-02-24T14:27:04Z,16.55
2019-02-24T14:42:04Z,16.55
2019-02-24T14:57:04Z,16.55
2019-02-24T15:12:04Z,16.55
2019-02-24T15:27:04Z,16.55
2019-02-24T15:33:38Z,16.2
2019-02-24T15:42:04Z,16.2
2019-02-24T15:49:39Z,16.03
2019-02-24T15:57:04Z,16.03
2019-02-24T16:12:04Z,16.03
2019-02-24T16:27:04Z,16.03
2019-02-24T16:41:38Z,15.85
2019-02-24T16:42:04Z,15.85
2019-02-24T16:57:04Z,15.85
2019-02-24T17:12:04Z,15.85
2019-02-24T17:27:04Z,15.85
2019-02-24T17:42:04Z,15.85
2019-02-24T17:45:52Z,15.5
2019-02-24T17:57:04Z,15.5
2019-02-24T18:12:04Z,15.5
2019-02-24T18:27:04Z,15.5
2019-02-24T18:42:04Z,15.5
2019-02-24T18:57:04Z,15.5
2019-02-24T19:12:04Z,15.5
2019-02-24T19:27:04Z,15.5
2019-02-24T19:42:04Z,15.5
2019-02-24T19:57:04Z,15.5
2019-02-24T20:12:04Z,15.5
2019-02-24T20:27:04Z,15.5
2019-02-24T20:35:15Z,14.97
2019-02-24T20:42:04Z,14.97
2019-02-24T20:57:04Z,14.97
2019-02-24T21:07:44Z,14.88
2019-02-24T21:12:04Z,14.88
2019-02-24T21:27:04Z,14.88
2019-02-24T21:42:04Z,14.88
2019-02-24T21:57:04Z,14.88
2019-02-24T22:12:04Z,14.88
2019-02-24T22:27:04Z,14.88
2019-02-24T22:42:04Z,14.88
2019-02-24T22:57:04Z,14.88
2019-02-24T23:12:04Z,14.88
2019-02-24T23:27:04Z,14.88
2019-02-24T23:42:04Z,14.88
2019-02-24T23:57:04Z,14.88
2019-02-25T00:12:04Z,14.88
2019-02-25T00:27:04Z,14.88
2019-02-25T00:42:04Z,14.88
2019-02-25T00:57:04Z,14.88
2019-02-25T01:12:04Z,14.88
2019-02-25T01:15:30Z,14.44
2019-02-25T01:27:04Z,14.44
2019-02-25T01:42:04Z,14.44
2019-02-25T01:57:04Z,14.44
2019-02-25T02:12:04Z,14.44
2019-02-25T02:27:04Z,14.44
2019-02-25T02:42:04Z,14.44
2019-02-25T02:57:04Z,14.44
2019-02-25T03:12:04Z,14.44
2019-02-25T03:18:24Z,14.97
2019-02-25T03:24:31Z,15.5
2019-02-25T03:27:04Z,15.5
2019-02-25T03:30:32Z,16.11
2019-02-25T03:36:36Z,16.73
2019-02-25T03:42:04Z,16.73
2019-02-25T03:42:36Z,17.35
2019-02-25T03:48:37Z,17.96
2019-02-25T03:54:45Z,18.49
2019-02-25T03:57:04Z,18.49
2019-02-25T04:00:46Z,19.02
2019-02-25T04:08:51Z,19.63
2019-02-25T04:12:04Z,19.63
2019-02-25T04:18:56Z,20.16
2019-02-25T04:27:04Z,20.16
2019-02-25T04:31:00Z,20.69
2019-02-25T04:42:04Z,20.69
2019-02-25T04:57:04Z,20.69
2019-02-25T05:12:04Z,20.69
2019-02-25T05:21:24Z,20.16
2019-02-25T05:27:04Z,20.16
2019-02-25T05:30:20Z,19.72
2019-02-25T05:37:56Z,19.81
2019-02-25T05:42:04Z,19.81
2019-02-25T05:55:38Z,20.69
2019-02-25T05:57:04Z,20.69
2019-02-25T06:07:49Z,21.22
2019-02-25T06:12:04Z,21.22
2019-02-25T06:23:54Z,21.75
2019-02-25T06:27:04Z,21.75
2019-02-25T06:31:55Z,21.84
2019-02-25T06:37:55Z,22.02
2019-02-25T06:42:04Z,22.02
2019-02-25T06:46:06Z,22.2
2019-02-25T06:51:58Z,22.29
2019-02-25T06:57:04Z,22.29
2019-02-25T07:12:04Z,22.29
2019-02-25T07:26:27Z,22.82
2019-02-25T07:27:04Z,22.82
2019-02-25T07:42:04Z,22.82
2019-02-25T07:57:04Z,22.82
2019-02-25T08:12:04Z,22.82
2019-02-25T08:27:04Z,22.82
2019-02-25T08:42:04Z,22.82
2019-02-25T08:57:04Z,22.82
2019-02-25T09:04:01Z,22.56
2019-02-25T09:12:04Z,22.56
2019-02-25T09:25:19Z,22.29
2019-02-25T09:27:04Z,22.29
2019-02-25T09:57:04Z,22.29
2019-02-25T10:12:04Z,22.29
2019-02-25T10:23:53Z,21.84
2019-02-25T10:27:04Z,21.84
2019-02-25T10:29:59Z,21.75
2019-02-25T10:42:04Z,21.75
2019-02-25T10:57:04Z,21.75
2019-02-25T11:12:04Z,21.75
2019-02-25T11:27:04Z,21.75
2019-02-25T11:42:04Z,21.75
2019-02-25T11:57:04Z,21.75
2019-02-25T12:12:04Z,21.75
2019-02-25T12:27:04Z,21.75
2019-02-25T12:42:04Z,21.75
2019-02-25T12:42:53Z,21.22
2019-02-25T12:57:04Z,21.22
2019-02-25T13:12:04Z,21.22
2019-02-25T13:18:05Z,21.05
2019-02-25T13:22:09Z,21.13
2019-02-25T13:27:04Z,21.13
2019-02-25T13:28:07Z,21.31
2019-02-25T13:42:04Z,21.31
2019-02-25T13:57:04Z,21.31
2019-02-25T14:12:04Z,21.31
2019-02-25T14:14:03Z,21.4
2019-02-25T14:27:04Z,21.4
2019-02-25T14:42:04Z,21.4
2019-02-25T14:57:04Z,21.4
2019-02-25T15:08:06Z,21.22
2019-02-25T15:12:04Z,21.22
2019-02-25T15:27:04Z,21.22
2019-02-25T15:42:04Z,21.22
2019-02-25T15:54:10Z,21.05
2019-02-25T15:57:04Z,21.05
2019-02-25T16:12:04Z,21.05
2019-02-25T16:27:04Z,21.05
2019-02-25T16:42:04Z,21.05
2019-02-25T16:57:04Z,21.05
2019-02-25T17:00:59Z,21.05
2019-02-25T17:01:08Z,20.96
2019-02-25T17:15:59Z,20.96
2019-02-25T17:25:08Z,20.69
2019-02-25T17:30:59Z,20.69
2019-02-25T17:45:59Z,20.69
2019-02-25T17:55:27Z,20.16
2019-02-25T18:01:00Z,20.16
2019-02-25T18:05:14Z,20.07
2019-02-25T18:16:00Z,20.07
2019-02-25T18:31:00Z,20.07
2019-02-25T18:46:00Z,20.07
2019-02-25T19:01:00Z,20.07
2019-02-25T19:16:00Z,20.07
2019-02-25T19:16:59Z,20.07
2019-02-25T19:31:59Z,20.07
2019-02-25T19:33:11Z,20.07
2019-02-25T19:34:14Z,19.63
2019-02-25T19:48:11Z,19.63
2019-02-25T19:58:23Z,19.37
2019-02-25T20:03:11Z,19.37
2019-02-25T20:13:27Z,19.37
2019-02-25T20:18:30Z,19.1
2019-02-25T20:20:05Z,19.1
2019-02-25T20:33:43Z,19.1
2019-02-25T20:33:44Z,19.1
2019-02-25T20:39:53Z,19.1
2019-02-25T20:54:53Z,19.1
2019-02-25T20:58:52Z,18.58
2019-02-25T21:09:53Z,18.58
2019-02-25T21:24:53Z,18.58
2019-02-25T21:39:53Z,18.58
2019-02-25T21:45:13Z,18.05
2019-02-25T21:54:53Z,18.05
2019-02-25T22:09:53Z,18.05
2019-02-25T22:23:33Z,17.7
2019-02-25T22:24:53Z,17.7
2019-02-25T22:39:53Z,17.7
2019-02-25T22:54:05Z,17.52
2019-02-25T22:54:53Z,17.52
2019-02-25T23:09:53Z,17.52
2019-02-25T23:14:08Z,17.43
2019-02-25T23:24:53Z,17.43
2019-02-25T23:39:53Z,17.43
2019-02-25T23:54:53Z,17.43
2019-02-26T00:09:53Z,17.43
2019-02-26T00:24:15Z,17.26
2019-02-26T00:24:53Z,17.26
2019-02-26T00:39:53Z,17.26
2019-02-26T00:54:53Z,17.26
