time,T_in,valve,T_set
2019-05-01T00:38:04Z,21.67,0,17.5
2019-05-01T00:43:04Z,21.67,0,17.5
2019-05-01T00:48:04Z,21.67,0,17.5
2019-05-01T00:53:04Z,21.67,0,17.5
2019-05-01T00:58:04Z,21.67,0,17.5
2019-05-01T01:03:04Z,21.67,0,17.5
2019-05-01T01:08:04Z,21.67,0,17.5
2019-05-01T01:13:04Z,21.67,0,17.5
2019-05-01T01:18:04Z,21.67,0,17.5
2019-05-01T01:23:04Z,21.67,0,17.5
2019-05-01T01:28:04Z,21.67,0,17.5
2019-05-01T01:33:04Z,21.67,0,17.5
2019-05-01T01:38:04Z,21.67,0,17.5
2019-05-01T01:43:04Z,21.67,0,17.5
2019-05-01T01:48:04Z,21.67,0,17.5
2019-05-01T01:53:04Z,21.67,0,17.5
2019-05-01T01:58:04Z,21.67,0,17.5
2019-05-01T02:03:04Z,21.67,0,17.5
2019-05-01T02:08:04Z,21.67,0,17.5
2019-05-01T02:13:04Z,21.67,0,17.5
2019-05-01T02:18:04Z,21.67,0,17.5
2019-05-01T02:23:04Z,21.67,0,17.5
2019-05-01T02:28:04Z,21.67,0,17.5
2019-05-01T02:33:04Z,21.67,0,17.5
2019-05-01T02:38:04Z,21.67,0,17.5
2019-05-01T02:43:04Z,21.67,0,17.5
2019-05-01T02:48:04Z,21.67,0,17.5
2019-05-01T02:53:04Z,21.67,0,17.5
2019-05-01T02:58:04Z,21.67,0,17.5
2019-05-01T03:03:04Z,21.67,0,17.5
2019-05-01T03:08:04Z,21.67,0,17.5
2019-05-01T03:13:04Z,21.67,0,17.5
2019-05-01T03:18:04Z,21.67,0,17.5
2019-05-01T03:23:04Z,21.67,0,17.5
2019-05-01T03:28:04Z,21.67,0,17.5
2019-05-01T03:33:04Z,21.67,0,17.5
2019-05-01T03:38:04Z,21.67,0,17.5
2019-05-01T03:43:04Z,21.67,0,17.5
2019-05-01T03:48:04Z,21.67,0,17.5
2019-05-01T03:53:04Z,21.67,0,17.5
2019-05-01T03:58:04Z,21.67,0,17.5
2019-05-01T04:03:04Z,21.67,0,17.5
2019-05-01T04:08:04Z,21.67,0,17.5
2019-05-01T04:13:04Z,21.67,0,17.5
2019-05-01T04:18:04Z,21.67,0,17.5
2019-05-01T04:23:04Z,21.67,0,17.5
2019-05-01T04:28:04Z,21.67,0,17.5
2019-05-01T04:33:04Z,21.49,12,22
2019-05-01T04:38:04Z,21.49,7,22
2019-05-01T04:43:04Z,21.49,7,22
2019-05-01T04:48:04Z,21.49,7,22
2019-05-01T04:53:04Z,21.49,7,22
2019-05-01T04:58:04Z,21.49,7,22
2019-05-01T05:03:04Z,21.49,7,22
2019-05-01T05:08:04Z,21.49,4,22
2019-05-01T05:13:04Z,21.49,4,22
2019-05-01T05:18:04Z,21.49,4,22
2019-05-01T05:23:04Z,21.49,4,22
2019-05-01T05:28:04Z,21.49,4,22
2019-05-01T05:33:04Z,21.49,0,22
2019-05-01T05:38:04Z,21.49,0,22
2019-05-01T05:43:04Z,21.49,0,22
2019-05-01T05:48:04Z,21.49,0,22
2019-05-01T05:53:04Z,21.49,0,22
2019-05-01T05:58:04Z,21.49,0,22
2019-05-01T06:03:04Z,22.2,0,22
2019-05-01T06:08:04Z,22.2,0,22
2019-05-01T06:13:04Z,22.2,0,22
2019-05-01T06:18:04Z,22.2,0,22
2019-05-01T06:23:04Z,22.2,0,22
2019-05-01T06:28:04Z,22.2,0,22
2019-05-01T06:33:04Z,22.2,0,22
2019-05-01T06:38:04Z,22.2,0,22
2019-05-01T06:43:04Z,22.2,0,22
2019-05-01T06:48:04Z,22.73,0,22
2019-05-01T06:53:04Z,22.73,0,22
2019-05-01T06:58:04Z,22.73,0,22
2019-05-01T07:03:04Z,22.73,0,22
2019-05-01T07:08:04Z,22.73,0,22
2019-05-01T07:13:04Z,23.27,0,22
2019-05-01T07:18:04Z,23.27,0,22
2019-05-01T07:23:04Z,23.27,0,22
2019-05-01T07:28:04Z,23.27,0,22
2019-05-01T07:33:04Z,23.81,0,22
2019-05-01T07:38:04Z,23.81,0,22
2019-05-01T07:43:04Z,23.81,0,22
2019-05-01T07:48:04Z,23.81,0,22
2019-05-01T07:53:04Z,23.81,0,22
2019-05-01T07:58:04Z,23.81,0,22
2019-05-01T08:03:04Z,24.35,0,22
2019-05-01T08:08:04Z,24.35,0,22
2019-05-01T08:13:04Z,24.35,0,22
2019-05-01T08:18:04Z,24.35,0,22
2019-05-01T08:23:04Z,24.35,0,22
2019-05-01T08:28:04Z,24.35,0,22
2019-05-01T08:33:04Z,24.35,0,22
2019-05-01T08:38:04Z,24.89,0,22
2019-05-01T08:43:04Z,24.89,0,22
2019-05-01T08:48:04Z,24.89,0,22
2019-05-01T08:53:04Z,24.89,0,22
2019-05-01T08:58:04Z,24.89,0,22
2019-05-01T09:03:04Z,24.89,0,22
2019-05-01T09:08:04Z,24.89,0,22
2019-05-01T09:13:04Z,24.89,0,22
2019-05-01T09:18:04Z,25.16,0,22
2019-05-01T09:23:04Z,25.16,0,22
2019-05-01T09:28:04Z,25.16,0,22
2019-05-01T09:33:04Z,25.16,0,22
2019-05-01T09:38:04Z,25.16,0,22
2019-05-01T09:43:04Z,25.16,0,22
2019-05-01T09:48:04Z,25.16,0,22
2019-05-01T09:53:04Z,25.16,0,22
2019-05-01T09:58:04Z,25.16,0,22
2019-05-01T10:03:04Z,25.16,0,22
2019-05-01T10:08:04Z,25.16,0,22
2019-05-01T10:13:04Z,25.16,0,22
2019-05-01T10:18:04Z,25.16,0,22
2019-05-01T10:23:04Z,25.16,0,22
2019-05-01T10:28:04Z,25.16,0,22
2019-05-01T10:33:04Z,25.16,0,22
2019-05-01T10:38:04Z,25.16,0,22
2019-05-01T10:43:04Z,25.16,0,22
2019-05-01T10:48:04Z,25.16,0,22
2019-05-01T10:53:04Z,25.16,0,22
2019-05-01T10:58:04Z,25.16,0,22
2019-05-01T11:03:04Z,25.16,0,22
2019-05-01T11:08:04Z,25.16,0,22
2019-05-01T11:13:04Z,25.16,0,22
2019-05-01T11:18:04Z,25.16,0,22
2019-05-01T11:23:04Z,25.16,0,22
2019-05-01T11:28:04Z,25.16,0,22
2019-05-01T11:33:04Z,25.16,0,22
2019-05-01T11:38:04Z,25.16,0,22
2019-05-01T11:43:04Z,25.16,0,22
2019-05-01T11:48:04Z,25.16,0,22
2019-05-01T11:53:04Z,25.16,0,22
2019-05-01T11:58:04Z,25.16,0,22
2019-05-01T12:03:04Z,24.35,0,22
2019-05-01T12:08:04Z,24.35,0,22
2019-05-01T12:13:04Z,24.35,0,22
2019-05-01T12:18:04Z,24.35,0,22
2019-05-01T12:23:04Z,24.35,0,22
2019-05-01T12:28:04Z,24.35,0,22
2019-05-01T12:33:04Z,24.35,0,22
2019-05-01T12:38:04Z,24.35,0,22
2019-05-01T12:43:04Z,24.35,0,22
2019-05-01T12:48:04Z,24.35,0,22
2019-05-01T12:53:04Z,24.35,0,22
2019-05-01T12:58:04Z,24.35,0,22
2019-05-01T13:03:04Z,24.35,0,22
2019-05-01T13:08:04Z,24.35,0,22
2019-05-01T13:13:04Z,24.35,0,22
2019-05-01T13:18:04Z,24.35,0,22
2019-05-01T13:23:04Z,24.35,0,22
2019-05-01T13:28:04Z,24.35,0,22
2019-05-01T13:33:04Z,24.35,0,22
2019-05-01T13:38:04Z,23.9,0,22
2019-05-01T13:43:04Z,23.9,0,22
2019-05-01T13:48:04Z,23.9,0,22
2019-05-01T13:53:04Z,23.81,0,22
2019-05-01T13:58:04Z,23.81,0,22
2019-05-01T14:03:04Z,23.81,0,22
2019-05-01T14:08:04Z,23.81,0,22
2019-05-01T14:13:04Z,23.81,0,22
2019-05-01T14:18:04Z,23.81,0,22
2019-05-01T14:23:04Z,23.81,0,22
2019-05-01T14:28:04Z,23.81,0,22
2019-05-01T14:33:04Z,23.81,0,22
2019-05-01T14:38:04Z,23.81,0,22
2019-05-01T14:43:04Z,23.81,0,22
2019-05-01T14:48:04Z,23.81,0,22
2019-05-01T14:53:04Z,23.81,0,22
2019-05-01T14:58:04Z,23.81,0,22
2019-05-01T15:03:04Z,23.81,0,22
2019-05-01T15:08:04Z,23.81,0,22
2019-05-01T15:13:04Z,23.81,0,22
2019-05-01T15:18:04Z,23.81,0,22
2019-05-01T15:23:04Z,23.81,0,22
2019-05-01T15:28:04Z,23.81,0,22
2019-05-01T15:33:04Z,23.81,0,17.5
2019-05-01T15:38:04Z,23.81,0,17.5
2019-05-01T15:43:04Z,23.81,0,17.5
2019-05-01T15:48:04Z,23.54,0,17.5
2019-05-01T15:53:04Z,23.54,0,17.5
2019-05-01T15:58:04Z,23.54,0,17.5
2019-05-01T16:03:04Z,23.54,0,17.5
2019-05-01T16:08:04Z,23.54,0,17.5
2019-05-01T16:13:04Z,23.54,0,17.5
2019-05-01T16:18:04Z,23.54,0,17.5
2019-05-01T16:23:04Z,23.54,0,17.5
2019-05-01T16:28:04Z,23.54,0,17.5
2019-05-01T16:33:04Z,23.54,0,17.5
2019-05-01T16:38:04Z,23.54,0,17.5
2019-05-01T16:43:04Z,23.54,0,17.5
2019-05-01T16:48:04Z,23.54,0,17.5
2019-05-01T16:53:04Z,23.54,0,17.5
2019-05-01T16:58:04Z,23.54,0,17.5
2019-05-01T17:03:04Z,23.54,0,17.5
2019-05-01T17:08:04Z,23.36,0,17.5
2019-05-01T17:13:04Z,23.36,0,17.5
2019-05-01T17:18:04Z,23.36,0,17.5
2019-05-01T17:23:04Z,23.36,0,17.5
2019-05-01T17:28:04Z,23.36,0,17.5
2019-05-01T17:33:04Z,23.27,0,17.5
2019-05-01T17:38:04Z,23.27,0,17.5
2019-05-01T17:43:04Z,23.27,0,17.5
2019-05-01T17:48:04Z,23.27,0,17.5
2019-05-01T17:53:04Z,23.27,0,17.5
2019-05-01T17:58:04Z,23.27,0,17.5
2019-05-01T18:03:04Z,23.27,0,17.5
2019-05-01T18:08:04Z,23.27,0,17.5
2019-05-01T18:13:04Z,23.27,0,17.5
2019-05-01T18:18:04Z,23.27,0,17.5
2019-05-01T18:23:04Z,23.27,0,17.5
2019-05-01T18:28:04Z,23.27,0,17.5
2019-05-01T18:33:04Z,23.27,0,17.5
2019-05-01T18:38:04Z,23.27,0,17.5
2019-05-01T18:43:04Z,23.27,0,17.5
2019-05-01T18:48:04Z,23.27,0,17.5
2019-05-01T18:53:04Z,23.27,0,17.5
2019-05-01T18:58:04Z,23.27,0,17.5
2019-05-01T19:03:04Z,22.91,0,17.5
2019-05-01T19:08:04Z,22.91,0,17.5
2019-05-01T19:13:04Z,22.91,0,17.5
2019-05-01T19:18:04Z,22.91,0,17.5
2019-05-01T19:23:04Z,22.91,0,17.5
2019-05-01T19:28:04Z,22.91,0,17.5
2019-05-01T19:33:04Z,22.91,0,17.5
2019-05-01T19:38:04Z,22.91,0,17.5
2019-05-01T19:43:04Z,22.91,0,17.5
2019-05-01T19:48:04Z,22.91,0,17.5
2019-05-01T19:53:04Z,22.91,0,17.5
2019-05-01T19:58:04Z,22.91,0,17.5
2019-05-01T20:03:04Z,22.91,0,17.5
2019-05-01T20:08:04Z,22.91,0,17.5
2019-05-01T20:13:04Z,22.73,0,17.5
2019-05-01T20:18:04Z,22.73,0,17.5
2019-05-01T20:23:04Z,22.73,0,17.5
2019-05-01T20:28:04Z,22.73,0,17.5
2019-05-01T20:33:04Z,22.73,0,17.5
2019-05-01T20:38:04Z,22.73,0,17.5
2019-05-01T20:43:04Z,22.73,0,17.5
2019-05-01T20:48:04Z,22.73,0,17.5
2019-05-01T20:53:04Z,22.73,0,17.5
2019-05-01T20:58:04Z,22.73,0,17.5
2019-05-01T21:03:04Z,22.73,0,17.5
2019-05-01T21:08:04Z,22.73,0,17.5
2019-05-01T21:13:04Z,22.73,0,17.5
2019-05-01T21:18:04Z,22.73,0,17.5
2019-05-01T21:23:04Z,22.73,0,17.5
2019-05-01T21:28:04Z,22.73,0,17.5
2019-05-01T21:33:04Z,22.73,0,17.5
2019-05-01T21:38:04Z,22.73,0,17.5
2019-05-01T21:43:04Z,22.73,0,17.5
2019-05-01T21:48:04Z,22.73,0,17.5
2019-05-01T21:53:04Z,22.73,0,17.5
2019-05-01T21:58:04Z,22.73,0,17.5
2019-05-01T22:03:04Z,22.73,0,17.5
2019-05-01T22:08:04Z,22.73,0,17.5
2019-05-01T22:13:04Z,22.73,0,17.5
2019-05-01T22:18:04Z,22.73,0,17.5
2019-05-01T22:23:04Z,22.73,0,17.5
2019-05-01T22:28:04Z,22.73,0,17.5
2019-05-01T22:33:04Z,22.73,0,17.5
2019-05-01T22:38:04Z,22.73,0,17.5
2019-05-01T22:43:04Z,22.73,0,17.5
2019-05-01T22:48:04Z,22.73,0,17.5
2019-05-01T22:53:04Z,22.73,0,17.5
2019-05-01T22:58:04Z,22.73,0,17.5
2019-05-01T23:03:04Z,22.73,0,17.5
2019-05-01T23:08:04Z,22.73,0,17.5
2019-05-01T23:13:04Z,22.2,0,17.5
2019-05-01T23:18:04Z,22.2,0,17.5
2019-05-01T23:23:04Z,22.2,0,17.5
2019-05-01T23:28:04Z,22.2,0,17.5
2019-05-01T23:33:04Z,22.2,0,17.5
2019-05-01T23:38:04Z,22.2,0,17.5
2019-05-01T23:43:04Z,22.2,0,17.5
2019-05-01T23:48:04Z,22.2,0,17.5
2019-05-01T23:53:04Z,22.2,0,17.5
2019-05-01T23:58:04Z,22.2,0,17.5
2019-05-02T00:03:04Z,22.2,0,17.5
2019-05-02T00:08:04Z,22.2,0,17.5
2019-05-02T00:13:04Z,22.2,0,17.5
2019-05-02T00:18:04Z,22.2,0,17.5
2019-05-02T00:23:04Z,22.2,0,17.5
2019-05-02T00:28:04Z,22.2,0,17.5
2019-05-02T00:33:04Z,22.2,0,17.5
2019-05-02T00:38:04Z,22.2,0,17.5
2019-05-02T00:43:04Z,22.2,0,17.5
2019-05-02T00:48:04Z,22.2,0,17.5
2019-05-02T00:53:04Z,22.2,0,17.5
2019-05-02T00:58:04Z,22.2,0,17.5
2019-05-02T01:03:04Z,22.2,0,17.5
2019-05-02T01:08:04Z,22.2,0,17.5
2019-05-02T01:13:04Z,22.2,0,17.5
2019-05-02T01:18:04Z,22.2,0,17.5
2019-05-02T01:23:04Z,22.2,0,17.5
2019-05-02T01:28:04Z,22.2,0,17.5
2019-05-02T01:33:04Z,22.2,0,17.5
2019-05-02T01:38:04Z,22.2,0,17.5
2019-05-02T01:43:04Z,22.2,0,17.5
2019-05-02T01:48:04Z,22.2,0,17.5
2019-05-02T01:53:04Z,22.2,0,17.5
2019-05-02T01:58:04Z,22.2,0,17.5
2019-05-02T02:03:04Z,22.2,0,17.5
2019-05-02T02:08:04Z,22.2,0,17.5
2019-05-02T02:13:04Z,22.2,0,17.5
2019-05-02T02:18:04Z,22.2,0,17.5
2019-05-02T02:23:04Z,22.2,0,17.5
2019-05-02T02:28:04Z,22.2,0,17.5
2019-05-02T02:33:04Z,22.2,0,17.5
2019-05-02T02:38:04Z,22.2,0,17.5
2019-05-02T02:43:04Z,22.2,0,17.5
2019-05-02T02:48:04Z,22.2,0,17.5
2019-05-02T02:53:04Z,22.2,0,17.5
2019-05-02T02:58:04Z,22.2,0,17.5
2019-05-02T03:03:04Z,22.2,0,17.5
2019-05-02T03:08:04Z,22.2,0,17.5
2019-05-02T03:13:04Z,22.2,0,17.5
2019-05-02T03:18:04Z,22.2,0,17.5
2019-05-02T03:23:04Z,22.2,0,17.5
2019-05-02T03:28:04Z,21.75,0,17.5
2019-05-02T03:33:04Z,21.75,0,17.5
2019-05-02T03:38:04Z,21.75,0,17.5
2019-05-02T03:43:04Z,21.75,0,17.5
2019-05-02T03:48:04Z,21.75,0,17.5
2019-05-02T03:53:04Z,21.75,0,17.5
2019-05-02T03:58:04Z,21.75,0,17.5
2019-05-02T04:03:04Z,21.75,0,17.5
2019-05-02T04:08:04Z,21.75,0,17.5
2019-05-02T04:13:04Z,21.75,0,17.5
2019-05-02T04:18:04Z,21.67,0,17.5
2019-05-02T04:23:04Z,21.67,0,17.5
2019-05-02T04:28:04Z,21.67,0,17.5
2019-05-02T04:33:04Z,21.67,8,22
2019-05-02T04:38:04Z,21.75,4,22
2019-05-02T04:43:04Z,21.75,4,22
2019-05-02T04:48:04Z,21.75,4,22
2019-05-02T04:53:04Z,21.75,4,22
2019-05-02T04:58:04Z,21.75,4,22
2019-05-02T05:03:04Z,21.75,4,22
2019-05-02T05:08:04Z,21.75,4,22
2019-05-02T05:13:04Z,21.75,4,22
2019-05-02T05:18:04Z,21.75,4,22
2019-05-02T05:23:04Z,21.75,4,22
2019-05-02T05:28:04Z,21.75,4,22
2019-05-02T05:33:04Z,21.75,4,22
2019-05-02T05:38:04Z,21.75,4,22
2019-05-02T05:43:04Z,21.75,4,22
2019-05-02T05:48:04Z,21.75,4,22
2019-05-02T05:53:04Z,21.75,4,22
2019-05-02T05:58:04Z,21.75,4,22
2019-05-02T06:03:04Z,21.84,4,22
2019-05-02T06:08:04Z,21.84,4,22
2019-05-02T06:13:04Z,21.84,4,22
2019-05-02T06:18:04Z,21.84,4,22
2019-05-02T06:23:04Z,21.84,4,22
2019-05-02T06:28:04Z,21.84,4,22
2019-05-02T06:33:04Z,21.84,4,22
2019-05-02T06:38:04Z,21.84,4,22
2019-05-02T06:43:04Z,21.84,4,22
2019-05-02T06:48:04Z,21.84,4,22
2019-05-02T06:53:04Z,21.84,4,22
2019-05-02T06:58:04Z,21.84,4,22
2019-05-02T07:03:04Z,21.84,4,22
2019-05-02T07:08:04Z,21.84,4,22
2019-05-02T07:13:04Z,21.84,4,22
2019-05-02T07:18:04Z,21.84,4,22
2019-05-02T07:23:04Z,21.84,4,22
2019-05-02T07:28:04Z,21.84,4,22
2019-05-02T07:33:04Z,21.84,4,22
2019-05-02T07:38:04Z,21.84,4,22
2019-05-02T07:43:04Z,21.84,4,22
2019-05-02T07:48:04Z,21.84,4,22
2019-05-02T07:53:04Z,21.84,4,22
2019-05-02T07:58:04Z,21.84,4,22
2019-05-02T08:03:04Z,21.84,4,22
2019-05-02T08:08:04Z,21.84,4,22
2019-05-02T08:13:04Z,21.84,4,22
2019-05-02T08:18:04Z,21.84,9,22
2019-05-02T08:23:04Z,21.93,4,22
2019-05-02T08:28:04Z,21.93,4,22
2019-05-02T08:33:04Z,21.93,4,22
2019-05-02T08:38:04Z,21.93,4,22
2019-05-02T08:43:04Z,21.93,4,22
2019-05-02T08:48:04Z,21.93,9,22
2019-05-02T08:53:04Z,21.93,9,22
2019-05-02T08:58:04Z,21.93,9,22
2019-05-02T09:03:04Z,21.93,9,22
2019-05-02T09:08:04Z,21.84,9,22
2019-05-02T09:13:04Z,21.84,9,22
2019-05-02T09:18:04Z,21.84,9,22
2019-05-02T09:23:04Z,21.84,9,22
2019-05-02T09:28:04Z,21.84,9,22
2019-05-02T09:33:04Z,21.84,9,22
2019-05-02T09:38:04Z,21.84,9,22
2019-05-02T09:43:04Z,21.93,5,22
2019-05-02T09:48:04Z,21.93,5,22
2019-05-02T09:53:04Z,21.93,5,22
2019-05-02T09:58:04Z,21.93,5,22
2019-05-02T10:03:04Z,21.93,5,22
2019-05-02T10:08:04Z,21.93,5,22
2019-05-02T10:13:04Z,21.93,5,22
2019-05-02T10:18:04Z,21.93,5,22
2019-05-02T10:23:04Z,21.93,5,22
2019-05-02T10:28:04Z,21.93,5,22
2019-05-02T10:33:04Z,21.93,5,22
2019-05-02T10:38:04Z,22.02,5,22
2019-05-02T10:43:04Z,22.02,5,22
2019-05-02T10:48:04Z,22.11,2,22
2019-05-02T10:53:04Z,22.11,2,22
2019-05-02T10:58:04Z,22.11,2,22
2019-05-02T11:03:04Z,22.11,2,22
2019-05-02T11:08:04Z,22.11,2,22
2019-05-02T11:13:04Z,22.11,2,22
2019-05-02T11:18:04Z,22.11,2,22
2019-05-02T11:23:04Z,22.11,2,22
2019-05-02T11:28:04Z,22.11,2,22
2019-05-02T11:33:04Z,22.11,2,22
2019-05-02T11:38:04Z,22.11,2,22
2019-05-02T11:43:04Z,22.11,2,22
2019-05-02T11:48:04Z,22.11,2,22
2019-05-02T11:53:04Z,22.11,2,22
2019-05-02T11:58:04Z,22.11,2,22
2019-05-02T12:03:04Z,22.11,2,22
2019-05-02T12:08:04Z,22.11,2,22
2019-05-02T12:13:04Z,22.11,2,22
2019-05-02T12:18:04Z,22.11,2,22
2019-05-02T12:23:04Z,22.11,2,22
2019-05-02T12:28:04Z,22.11,2,22
2019-05-02T12:33:04Z,22.11,2,22
2019-05-02T12:38:04Z,22.11,2,22
2019-05-02T12:43:04Z,22.11,2,22
2019-05-02T12:48:04Z,22.11,2,22
2019-05-02T12:53:04Z,22.11,2,22
2019-05-02T12:58:04Z,22.11,2,22
2019-05-02T13:03:04Z,22.11,2,22
2019-05-02T13:08:04Z,22.11,2,22
2019-05-02T13:13:04Z,22.11,2,22
2019-05-02T13:18:04Z,22.11,2,22
2019-05-02T13:23:04Z,22.11,2,22
2019-05-02T13:28:04Z,22.11,2,22
2019-05-02T13:33:04Z,22.11,2,22
2019-05-02T13:38:04Z,22.11,2,22
2019-05-02T13:43:04Z,22.11,2,22
2019-05-02T13:48:04Z,22.11,2,22
2019-05-02T13:53:04Z,22.11,2,22
2019-05-02T13:58:04Z,22.11,2,22
2019-05-02T14:03:04Z,22.11,2,22
2019-05-02T14:08:04Z,22.11,2,22
2019-05-02T14:13:04Z,22.11,2,22
2019-05-02T14:18:04Z,22.11,2,22
2019-05-02T14:23:04Z,22.11,2,22
2019-05-02T14:28:04Z,22.11,2,22
2019-05-02T14:33:04Z,22.11,2,22
2019-05-02T14:38:04Z,22.11,2,22
2019-05-02T14:43:04Z,22.11,2,22
2019-05-02T14:48:04Z,22.11,2,22
2019-05-02T14:53:04Z,22.11,2,22
2019-05-02T14:58:04Z,22.11,2,22
2019-05-02T15:03:04Z,22.11,2,22
2019-05-02T15:08:04Z,22.11,2,22
2019-05-02T15:13:04Z,22.11,2,22
2019-05-02T15:18:04Z,22.11,2,22
2019-05-02T15:23:04Z,22.11,2,22
2019-05-02T15:28:04Z,22.11,2,22
2019-05-02T15:33:04Z,22.02,0,17.5
2019-05-02T15:38:04Z,22.02,0,17.5
2019-05-02T15:43:04Z,22.02,0,17.5
2019-05-02T15:48:04Z,22.02,0,17.5
2019-05-02T15:53:04Z,22.02,0,17.5
2019-05-02T15:58:04Z,22.02,0,17.5
2019-05-02T16:03:04Z,22.02,0,17.5
2019-05-02T16:08:04Z,22.02,0,17.5
2019-05-02T16:13:04Z,22.02,0,17.5
2019-05-02T16:18:04Z,22.02,0,17.5
2019-05-02T16:23:04Z,22.02,0,17.5
2019-05-02T16:28:04Z,22.02,0,17.5
2019-05-02T16:33:04Z,22.02,0,17.5
2019-05-02T16:38:04Z,22.02,0,17.5
2019-05-02T16:43:04Z,22.02,0,17.5
2019-05-02T16:48:04Z,22.02,0,17.5
2019-05-02T16:53:04Z,22.02,0,17.5
2019-05-02T16:58:04Z,22.02,0,17.5
2019-05-02T17:03:04Z,22.02,0,17.5
2019-05-02T17:08:04Z,22.02,0,17.5
2019-05-02T17:13:04Z,22.02,0,17.5
2019-05-02T17:18:04Z,22.02,0,17.5
2019-05-02T17:23:04Z,22.02,0,17.5
2019-05-02T17:28:04Z,22.02,0,17.5
2019-05-02T17:33:04Z,22.02,0,17.5
2019-05-02T17:38:04Z,22.02,0,17.5
2019-05-02T17:43:04Z,22.02,0,17.5
2019-05-02T17:48:04Z,22.02,0,17.5
2019-05-02T17:53:04Z,22.02,0,17.5
2019-05-02T17:58:04Z,22.02,0,17.5
2019-05-02T18:03:04Z,22.02,0,17.5
2019-05-02T18:08:04Z,22.02,0,17.5
2019-05-02T18:13:04Z,22.02,0,17.5
2019-05-02T18:18:04Z,22.02,0,17.5
2019-05-02T18:23:04Z,22.02,0,17.5
2019-05-02T18:28:04Z,22.02,0,17.5
2019-05-02T18:33:04Z,22.02,0,17.5
2019-05-02T18:38:04Z,22.02,0,17.5
2019-05-02T18:43:04Z,22.02,0,17.5
2019-05-02T18:48:04Z,22.02,0,17.5
2019-05-02T18:53:04Z,22.02,0,17.5
2019-05-02T18:58:04Z,22.02,0,17.5
2019-05-02T19:03:04Z,22.02,0,17.5
2019-05-02T19:08:04Z,21.4,0,17.5
2019-05-02T19:13:04Z,21.4,0,17.5
2019-05-02T19:18:04Z,21.4,0,17.5
2019-05-02T19:23:04Z,21.4,0,17.5
2019-05-02T19:28:04Z,21.4,0,17.5
2019-05-02T19:33:04Z,21.4,0,17.5
2019-05-02T19:38:04Z,21.4,0,17.5
2019-05-02T19:43:04Z,21.4,0,17.5
2019-05-02T19:48:04Z,21.4,0,17.5
2019-05-02T19:53:04Z,21.4,0,17.5
2019-05-02T19:58:04Z,21.4,0,17.5
2019-05-02T20:03:04Z,21.22,0,17.5
2019-05-02T20:08:04Z,21.22,0,17.5
2019-05-02T20:13:04Z,21.22,0,17.5
2019-05-02T20:18:04Z,21.22,0,17.5
2019-05-02T20:23:04Z,21.13,0,17.5
2019-05-02T20:28:04Z,21.13,0,17.5
2019-05-02T20:33:04Z,21.13,0,17.5
2019-05-02T20:38:04Z,21.13,0,17.5
2019-05-02T20:43:04Z,21.13,0,17.5
2019-05-02T20:48:04Z,21.13,0,17.5
2019-05-02T20:53:04Z,21.13,0,17.5
2019-05-02T20:58:04Z,21.13,0,17.5
2019-05-02T21:03:04Z,21.13,0,17.5
2019-05-02T21:08:04Z,21.13,0,17.5
2019-05-02T21:13:04Z,21.13,0,17.5
2019-05-02T21:18:04Z,21.13,0,17.5
2019-05-02T21:23:04Z,21.13,0,17.5
2019-05-02T21:28:04Z,21.13,0,17.5
2019-05-02T21:33:04Z,21.13,0,17.5
2019-05-02T21:38:04Z,21.13,0,17.5
2019-05-02T21:43:04Z,21.13,0,17.5
2019-05-02T21:48:04Z,21.13,0,17.5
2019-05-02T21:53:04Z,21.13,0,17.5
2019-05-02T21:58:04Z,21.13,0,17.5
2019-05-02T22:03:04Z,21.13,0,17.5
2019-05-02T22:08:04Z,20.96,0,17.5
2019-05-02T22:13:04Z,20.96,0,17.5
2019-05-02T22:18:04Z,20.96,0,17.5
2019-05-02T22:23:04Z,20.96,0,17.5
2019-05-02T22:28:04Z,20.96,0,17.5
2019-05-02T22:33:04Z,20.96,0,17.5
2019-05-02T22:38:04Z,20.96,0,17.5
2019-05-02T22:43:04Z,20.96,0,17.5
2019-05-02T22:48:04Z,20.96,0,17.5
2019-05-02T22:53:04Z,20.96,0,17.5
2019-05-02T22:58:04Z,20.96,0,17.5
2019-05-02T23:03:04Z,20.96,0,17.5
2019-05-02T23:08:04Z,20.96,0,17.5
2019-05-02T23:13:04Z,20.96,0,17.5
2019-05-02T23:18:04Z,20.96,0,17.5
2019-05-02T23:23:04Z,20.96,0,17.5
2019-05-02T23:28:04Z,20.96,0,17.5
2019-05-02T23:33:04Z,20.96,0,17.5
2019-05-02T23:38:04Z,20.96,0,17.5
2019-05-02T23:43:04Z,20.96,0,17.5
2019-05-02T23:48:04Z,20.96,0,17.5
2019-05-02T23:53:04Z,20.96,0,17.5
2019-05-02T23:58:04Z,20.96,0,17.5
2019-05-03T00:03:04Z,20.96,0,17.5
2019-05-03T00:08:04Z,20.96,0,17.5
2019-05-03T00:13:04Z,20.96,0,17.5
2019-05-03T00:18:04Z,20.96,0,17.5
2019-05-03T00:23:04Z,20.96,0,17.5
2019-05-03T00:28:04Z,20.96,0,17.5
2019-05-03T00:33:04Z,20.96,0,17.5
2019-05-03T00:38:04Z,20.96,0,17.5
2019-05-03T00:43:04Z,20.96,0,17.5
2019-05-03T00:48:04Z,20.96,0,17.5
2019-05-03T00:53:04Z,20.96,0,17.5
